,Flat,Semi-Furnished,Unfurnished,Resale,Ready to Move,"Delhi,","Dwarka,","East,","Faridabad,","Ghaziabad,","Gurgaon,","Noida,","North,","Rohini,","South,","West,",Unnamed: 0,price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,Price_sqft,has_landmark
1505,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1505,3300000.0,720.0,28.552659,77.4715276,2.0,2.0,0.0,0.0,0.0,4583.333333333333,0.0
1506,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1506,8500000.0,1300.0,28.5843456,77.3363292,3.0,2.0,2.0,0.0,0.0,6538.461538461538,0.0
1507,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1507,11000000.0,1350.0,28.35895365,76.971587,2.0,2.0,3.0,0.0,0.0,8148.148148148148,0.0
1508,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1508,5500000.0,1350.0,28.6769466,77.3959458,3.0,3.0,3.0,0.0,0.0,4074.074074074074,0.0
1509,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1509,3200000.0,820.0,28.5377519,77.2618031,2.0,2.0,0.0,0.0,0.0,3902.439024390244,0.0
1510,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1510,6700000.0,1000.0,28.6420559,77.323499,2.0,2.0,2.0,0.0,0.0,6700.0,0.0
1511,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1511,5400000.0,1135.0,28.587310508382,77.3959017798717,2.0,2.0,2.0,1.0,2.0,4757.709251101322,0.0
1512,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1512,9000000.0,1650.0,28.6357095,77.3655985,3.0,3.0,0.0,0.0,0.0,5454.545454545455,0.0
1513,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1513,11000000.0,1629.0,28.414627,77.060127,3.0,3.0,0.0,0.0,0.0,6752.608962553714,0.0
1514,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1514,4000000.0,660.0,28.6616505,77.444691,2.0,2.0,0.0,0.0,0.0,6060.606060606061,0.0
1515,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1515,12000000.0,1880.0,28.470035,76.97037984,3.0,3.0,3.0,1.0,0.0,6382.978723404255,0.0
1516,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1516,6000000.0,1661.0,28.4166908888947,77.354919473033,3.0,3.0,0.0,0.0,0.0,3612.281757977122,0.0
1517,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1517,2700000.0,624.0,28.6259164,77.4528639,2.0,2.0,0.0,0.0,0.0,4326.923076923077,0.0
1518,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1518,8500000.0,1680.0,28.65242385864257,77.34434509277344,3.0,2.0,1.0,1.0,0.0,5059.523809523809,1.0
1519,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1519,5500000.0,1425.0,28.634729,77.35832,2.0,2.0,0.0,0.0,0.0,3859.6491228070176,0.0
1520,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1520,5200000.0,1465.0,28.705425,77.433193,3.0,2.0,0.0,0.0,0.0,3549.4880546075087,0.0
1521,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1521,4000000.0,720.0,28.484771,77.028653,2.0,2.0,1.0,0.0,0.0,5555.555555555556,0.0
1522,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1522,11500000.0,1800.0,28.6654924,77.3297195,4.0,2.0,0.0,0.0,0.0,6388.888888888889,0.0
1523,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1523,6500000.0,1352.0,28.456938,77.516975,3.0,3.0,0.0,0.0,0.0,4807.692307692308,0.0
1524,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1524,6500000.0,1115.0,28.5073636,77.4091,2.0,2.0,0.0,0.0,0.0,5829.596412556054,0.0
1525,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1525,7000000.0,1480.0,28.698376,77.426802,3.0,2.0,3.0,0.0,0.0,4729.72972972973,0.0
1526,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1526,6000000.0,1675.0,28.4017065,76.9198646,2.0,2.0,4.0,1.0,0.0,3582.089552238806,0.0
1527,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1527,7500000.0,1370.0,28.6354490945654,77.3238143396458,2.0,2.0,3.0,32.0,3.0,5474.4525547445255,1.0
1528,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1528,4100000.0,1295.0,28.728555,77.337353,3.0,2.0,4.0,0.0,0.0,3166.023166023166,0.0
1529,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1529,9500000.0,1775.0,28.685334,77.3748981730463,3.0,3.0,0.0,0.0,0.0,5352.112676056338,0.0
1530,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1530,10500000.0,1785.0,28.51083403,77.003159,3.0,3.0,0.0,0.0,0.0,5882.35294117647,0.0
1531,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1531,5600000.0,1526.0,28.404368478163,77.3360770274415,3.0,2.0,3.0,0.0,0.0,3669.7247706422017,0.0
1532,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1532,8000000.0,1400.0,28.4324602015939,77.2916871638604,3.0,2.0,2.0,33.0,2.0,5714.285714285715,1.0
1533,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1533,3500000.0,995.0,28.605958,77.444512,2.0,2.0,0.0,0.0,0.0,3517.5879396984924,0.0
1534,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1534,7800000.0,1317.0,28.5720422763446,77.3910687279008,3.0,2.0,3.0,0.0,0.0,5922.55125284738,0.0
1535,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1535,3850000.0,1060.0,28.605958,77.444512,2.0,2.0,0.0,0.0,0.0,3632.075471698113,0.0
1536,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1536,7500000.0,1800.0,28.350221633911133,77.0616683959961,4.0,4.0,2.0,0.0,0.0,4166.666666666667,0.0
1537,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1537,7700000.0,1850.0,28.6467392,77.3709475,4.0,3.0,0.0,0.0,0.0,4162.1621621621625,0.0
1538,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1538,5500000.0,1246.0,28.5863287948209,77.4010620206905,2.0,2.0,2.0,2.0,2.0,4414.125200642055,1.0
1539,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1539,7100000.0,1855.0,28.6109351,77.4294948,4.0,3.0,5.0,2.0,0.0,3827.4932614555255,0.0
1540,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1540,4000000.0,1275.0,28.703725,77.415456,3.0,2.0,3.0,0.0,0.0,3137.2549019607845,0.0
1541,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1541,35000000.0,4259.0,28.45994245,77.28462764,4.0,5.0,0.0,0.0,0.0,8217.891523831886,0.0
1542,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1542,3500000.0,750.0,28.68813133239746,77.34380340576172,2.0,2.0,0.0,1.0,0.0,4666.666666666667,0.0
1543,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1543,10000000.0,1500.0,28.634854,77.333782,4.0,3.0,1.0,0.0,0.0,6666.666666666667,0.0
1544,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1544,3600000.0,1100.0,28.398027420043945,77.27522277832031,3.0,2.0,1.0,0.0,0.0,3272.7272727272725,0.0
1545,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1545,5000000.0,1020.0,28.524543,77.364765,2.0,2.0,0.0,0.0,0.0,4901.9607843137255,0.0
1546,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1546,3650000.0,900.0,28.497892379760746,77.02709197998047,3.0,2.0,1.0,1.0,1.0,4055.555555555556,1.0
1547,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1547,2600000.0,850.0,28.7062757570334,77.4187932537269,2.0,2.0,0.0,0.0,0.0,3058.823529411765,0.0
1548,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1548,10000000.0,900.0,28.649336,77.134317,2.0,2.0,2.0,1.0,0.0,11111.111111111111,0.0
1549,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1549,5000000.0,1200.0,28.6914124423791,77.349726457194,3.0,2.0,0.0,0.0,0.0,4166.666666666667,0.0
1550,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1550,13500000.0,1800.0,28.5698735,77.2431125,3.0,3.0,0.0,0.0,0.0,7500.0,0.0
1551,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1551,7600000.0,1145.0,28.508031845092773,77.03360748291016,2.0,2.0,2.0,0.0,0.0,6637.554585152839,1.0
1552,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1552,3800000.0,1050.0,28.4987560599013,77.5196782318298,2.0,2.0,0.0,0.0,0.0,3619.0476190476193,0.0
1553,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1553,6100000.0,1100.0,28.578557,77.3792235134295,2.0,2.0,3.0,0.0,0.0,5545.454545454545,0.0
1554,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1554,3500000.0,595.0,28.68999671936035,77.32831573486328,2.0,2.0,2.0,0.0,0.0,5882.35294117647,1.0
1555,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1555,8000000.0,900.0,28.423049,77.08741,2.0,2.0,0.0,0.0,0.0,8888.888888888889,0.0
1556,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1556,5000000.0,1000.0,28.4096109,76.9141943,2.0,2.0,0.0,1.0,0.0,5000.0,0.0
1557,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1557,8870000.0,1690.0,28.393665,76.962842,3.0,3.0,4.0,0.0,0.0,5248.520710059172,0.0
1558,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1558,19000000.0,2400.0,28.425637,77.112182,4.0,3.0,0.0,0.0,0.0,7916.666666666667,0.0
1559,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1559,2000000.0,720.0,28.6896453,77.4933302,2.0,2.0,0.0,0.0,0.0,2777.777777777778,0.0
1560,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1560,18200000.0,2200.0,28.400064,77.0959513,3.0,3.0,3.0,0.0,0.0,8272.727272727272,1.0
1561,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1561,6900000.0,1410.0,28.4460523,76.9772858,2.0,2.0,0.0,0.0,0.0,4893.617021276596,0.0
1562,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1562,11600000.0,1600.0,28.482277,76.99199526,2.0,2.0,1.0,0.0,0.0,7250.0,0.0
1563,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1563,6300000.0,1700.0,28.47839,77.561036,3.0,2.0,3.0,0.0,0.0,3705.8823529411766,0.0
1564,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1564,4200000.0,930.0,28.5783723,77.3873,2.0,2.0,0.0,0.0,0.0,4516.129032258064,0.0
1565,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1565,5000000.0,1000.0,28.6644882,77.3474938,3.0,2.0,0.0,0.0,0.0,5000.0,0.0
1566,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1566,2900000.0,1050.0,28.7005505,77.3286995,2.0,2.0,0.0,0.0,0.0,2761.904761904762,0.0
1567,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1567,10500000.0,1100.0,28.65242958068848,77.16432189941406,3.0,2.0,2.0,0.0,0.0,9545.454545454546,0.0
1568,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1568,10000000.0,1743.0,28.419032,77.028272,3.0,3.0,2.0,0.0,0.0,5737.234652897304,1.0
1569,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1569,6300000.0,916.0,28.578746,77.364647,2.0,2.0,2.0,0.0,0.0,6877.729257641921,1.0
1570,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1570,7000000.0,1560.0,28.57786750793457,77.48322296142578,3.0,3.0,4.0,0.0,0.0,4487.179487179487,0.0
1571,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1571,3500000.0,1000.0,28.6588755,77.4432295,2.0,2.0,2.0,1.0,0.0,3500.0,0.0
1572,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1572,5200000.0,1225.0,28.4954477171901,77.4010276634417,2.0,2.0,2.0,0.0,0.0,4244.897959183673,0.0
1573,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1573,8000000.0,1605.0,28.6402995,77.369307,3.0,3.0,2.0,2.0,0.0,4984.423676012461,0.0
1574,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1574,3000000.0,1244.0,28.6336095,77.4713825,3.0,2.0,0.0,0.0,0.0,2411.575562700965,1.0
1575,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1575,3000000.0,900.0,28.65933,77.479254,2.0,2.0,0.0,0.0,0.0,3333.333333333333,1.0
1576,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1576,3700000.0,800.0,28.6644882,77.3474938,2.0,2.0,0.0,1.0,0.0,4625.0,0.0
1577,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1577,14500000.0,2100.0,28.66366195678711,77.3310546875,3.0,2.0,2.0,0.0,0.0,6904.761904761905,0.0
1578,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1578,4960000.0,1150.0,28.495954513549805,77.42330169677734,2.0,2.0,2.0,0.0,0.0,4313.04347826087,0.0
1579,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1579,5400000.0,1700.0,28.624938757423,77.4344565377367,3.0,3.0,3.0,0.0,0.0,3176.470588235294,0.0
1580,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1580,4500000.0,675.0,28.6357256,77.0892564,2.0,2.0,0.0,0.0,0.0,6666.666666666667,0.0
1581,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1581,7500000.0,1700.0,28.333738327026367,77.29597473144531,3.0,3.0,0.0,0.0,0.0,4411.764705882353,0.0
1582,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1582,3800000.0,850.0,28.6493479,77.3696259,2.0,2.0,1.0,0.0,0.0,4470.588235294118,0.0
1583,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1583,8500000.0,2091.0,28.4516972,77.30242306,3.0,4.0,4.0,2.0,2.0,4065.040650406504,1.0
1584,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1584,5600000.0,1070.0,28.621767,77.055846,4.0,3.0,2.0,0.0,0.0,5233.644859813084,0.0
1585,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1585,32500000.0,4300.0,28.486296,77.08464,4.0,4.0,0.0,3.0,0.0,7558.139534883721,1.0
1586,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1586,10500000.0,1545.0,28.4242266,77.0531367,3.0,3.0,0.0,0.0,0.0,6796.116504854369,0.0
1587,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1587,5500000.0,950.0,28.5069375,77.2065246,2.0,2.0,1.0,1.0,0.0,5789.473684210527,0.0
1588,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1588,3550000.0,750.0,28.62344741821289,77.03113555908203,3.0,2.0,1.0,0.0,0.0,4733.333333333333,1.0
1589,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1589,7100000.0,1630.0,28.636260986328125,77.43362426757812,3.0,2.0,1.0,1.0,4.0,4355.828220858895,1.0
1590,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1590,4800000.0,1245.0,28.606945,77.455578568448,3.0,2.0,0.0,1.0,4.0,3855.421686746988,1.0
1591,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1591,5300000.0,570.0,28.708234786987305,77.11781311035156,2.0,2.0,1.0,0.0,0.0,9298.245614035088,1.0
1592,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1592,2950000.0,950.0,28.5869654,77.3874,2.0,2.0,0.0,0.0,0.0,3105.2631578947367,0.0
1593,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1593,7300000.0,1690.0,28.6644882,77.3474938,3.0,3.0,0.0,0.0,0.0,4319.526627218935,0.0
1594,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1594,5500000.0,1350.0,28.6493479,77.3696259,3.0,2.0,0.0,1.0,0.0,4074.074074074074,0.0
1595,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1595,5500000.0,1385.0,28.47924041748047,77.50077056884766,3.0,3.0,4.0,0.0,0.0,3971.1191335740073,0.0
1596,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1596,6500000.0,1250.0,28.475632,77.039195,2.0,2.0,0.0,0.0,0.0,5200.0,0.0
1597,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1597,7400000.0,1550.0,28.65832,77.365577,3.0,2.0,0.0,0.0,0.0,4774.193548387097,0.0
1598,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1598,4000000.0,950.0,28.658647,77.4757,2.0,2.0,3.0,0.0,0.0,4210.526315789473,0.0
1599,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1599,10000000.0,1735.0,28.3824895,76.9823169,3.0,3.0,0.0,0.0,0.0,5763.688760806916,0.0
1600,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1600,7100000.0,1600.0,28.4801967,77.3113014,3.0,3.0,0.0,0.0,0.0,4437.5,0.0
1601,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1601,4400000.0,875.0,28.5645262550154,77.3837088317449,2.0,2.0,2.0,0.0,0.0,5028.571428571428,0.0
1602,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1602,11500000.0,1408.0,28.6013562305396,77.3193583454046,3.0,3.0,3.0,0.0,0.0,8167.613636363636,0.0
1603,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1603,4000000.0,568.0,28.486291,77.001973,2.0,2.0,0.0,0.0,0.0,7042.2535211267605,0.0
1604,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1604,6500000.0,1350.0,28.4028972,76.9782285,2.0,2.0,0.0,0.0,0.0,4814.814814814815,0.0
1605,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1605,6900000.0,1600.0,28.68779182434082,77.34788513183594,3.0,3.0,3.0,1.0,2.0,4312.5,1.0
1606,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1606,4600000.0,1295.0,28.606945,77.455578568448,3.0,2.0,0.0,0.0,0.0,3552.123552123552,0.0
1607,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1607,4500000.0,1092.0,28.638572,77.4308515,3.0,2.0,0.0,0.0,0.0,4120.879120879121,0.0
1608,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1608,4600000.0,1120.0,28.447757720947266,77.51753234863281,3.0,3.0,0.0,0.0,0.0,4107.142857142857,0.0
1609,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1609,18500000.0,2400.0,28.4215541,77.0780609,4.0,3.0,3.0,0.0,0.0,7708.333333333333,0.0
1610,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1610,8300000.0,1325.0,28.4446244,77.009305,3.0,2.0,0.0,1.0,0.0,6264.1509433962265,0.0
1611,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1611,3700000.0,680.0,28.621761322021484,77.06336975097656,2.0,2.0,2.0,0.0,0.0,5441.176470588235,1.0
1612,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1612,3200000.0,800.0,28.59558486938477,77.0853042602539,3.0,2.0,1.0,0.0,0.0,4000.0,0.0
1613,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1613,7800000.0,1550.0,28.66326713562012,77.38449096679688,3.0,3.0,0.0,0.0,0.0,5032.258064516129,0.0
1614,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1614,5590000.0,1081.0,28.4183189,76.9876894,3.0,2.0,3.0,0.0,0.0,5171.13783533765,1.0
1615,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1615,3140000.0,945.0,28.609898,77.436343,2.0,2.0,2.0,1.0,0.0,3322.7513227513227,0.0
1616,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1616,5500000.0,1100.0,28.5080324,77.0336072,4.0,2.0,0.0,1.0,0.0,5000.0,0.0
1617,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1617,4500000.0,900.0,28.49224090576172,77.29695129394531,3.0,2.0,1.0,0.0,0.0,5000.0,0.0
1618,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1618,4250000.0,1060.0,28.532350540161133,77.40760040283203,2.0,2.0,0.0,1.0,0.0,4009.433962264151,0.0
1619,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1619,9500000.0,1735.0,28.399598,76.97150985,3.0,3.0,2.0,0.0,0.0,5475.504322766571,0.0
1620,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1620,3850000.0,1140.0,28.704924,77.4333074293274,2.0,2.0,3.0,0.0,2.0,3377.1929824561403,1.0
1621,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1621,5500000.0,890.0,28.6473168,77.1590517,3.0,3.0,0.0,0.0,0.0,6179.775280898876,0.0
1622,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1622,9500000.0,1020.0,28.403028,77.075396,2.0,2.0,2.0,1.0,2.0,9313.72549019608,1.0
1623,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1623,3300000.0,700.0,28.6493479,77.3696259,2.0,2.0,0.0,0.0,0.0,4714.285714285715,0.0
1624,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1624,2650000.0,580.0,28.60946083068848,77.04845428466797,2.0,2.0,0.0,0.0,0.0,4568.96551724138,0.0
1625,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1625,16500000.0,1900.0,28.46630477905273,77.08631896972656,3.0,3.0,2.0,0.0,0.0,8684.21052631579,1.0
1626,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1626,7500000.0,1593.0,28.640515,77.376783,3.0,3.0,0.0,0.0,0.0,4708.097928436911,0.0
1627,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1627,13000000.0,1958.0,28.394708,77.01856,3.0,3.0,2.0,0.0,0.0,6639.427987742594,0.0
1628,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1628,7000000.0,1731.0,28.4625634,77.5627065,3.0,3.0,3.0,1.0,0.0,4043.905257076834,0.0
1629,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1629,3200000.0,1000.0,28.6900486,77.3405361,2.0,2.0,2.0,0.0,0.0,3200.0,0.0
1630,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1630,3500000.0,850.0,28.6452824,77.3621025,2.0,2.0,0.0,0.0,0.0,4117.64705882353,0.0
1631,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1631,13000000.0,1400.0,28.649336,77.134317,5.0,3.0,0.0,0.0,0.0,9285.714285714286,0.0
1632,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1632,3200000.0,850.0,28.648588180541992,77.35334014892578,2.0,2.0,1.0,0.0,0.0,3764.705882352941,0.0
1633,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1633,3500000.0,900.0,28.6895694732666,77.33861541748047,2.0,2.0,0.0,0.0,0.0,3888.8888888888887,0.0
1634,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1634,14400000.0,2150.0,28.385432,77.017122,3.0,4.0,4.0,1.0,3.0,6697.674418604651,1.0
1635,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1635,7900000.0,1575.0,28.549346,77.3775877307659,3.0,2.0,3.0,0.0,0.0,5015.873015873016,0.0
1636,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1636,5700000.0,892.0,28.62348175048828,77.09696960449219,2.0,2.0,2.0,0.0,0.0,6390.134529147982,1.0
1637,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1637,4500000.0,970.0,28.646286,77.406051,2.0,2.0,0.0,0.0,0.0,4639.175257731959,0.0
1638,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1638,4650000.0,930.0,28.574637,77.388803,2.0,2.0,3.0,0.0,0.0,5000.0,0.0
1639,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1639,4400000.0,540.0,28.6757345,77.1797451,2.0,2.0,1.0,0.0,0.0,8148.148148148148,0.0
1640,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1640,6500000.0,1299.0,28.519997,77.376873,3.0,2.0,4.0,1.0,2.0,5003.849114703618,1.0
1641,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1641,6000000.0,1400.0,28.668378,77.330951,2.0,2.0,2.0,0.0,2.0,4285.714285714285,1.0
1642,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1642,2800000.0,560.0,28.63475799560547,77.049072265625,2.0,2.0,1.0,1.0,0.0,5000.0,1.0
1643,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1643,3800000.0,1290.0,28.704924,77.4333074293274,2.0,2.0,0.0,1.0,2.0,2945.736434108527,1.0
1644,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1644,11000000.0,900.0,28.70358085632324,77.16258239746094,2.0,2.0,0.0,0.0,0.0,12222.222222222224,0.0
1645,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1645,15000000.0,2200.0,28.642108917236328,77.06121826171875,4.0,4.0,4.0,0.0,0.0,6818.181818181818,0.0
1646,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1646,7600000.0,1769.0,28.4368628676318,77.3016202547915,3.0,2.0,2.0,0.0,0.0,4296.212549462974,0.0
1647,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1647,8700000.0,1845.0,28.490613,77.080014,3.0,4.0,0.0,1.0,0.0,4715.447154471544,0.0
1648,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1648,4100000.0,1080.0,28.700114119298,77.4262625120552,2.0,2.0,2.0,0.0,0.0,3796.296296296296,0.0
1649,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1649,8500000.0,1570.0,28.4242266,77.0531367,3.0,4.0,3.0,0.0,0.0,5414.012738853503,0.0
1650,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1650,6000000.0,1250.0,28.5467754733738,77.371622,2.0,2.0,3.0,0.0,0.0,4800.0,1.0
1651,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1651,5000000.0,900.0,28.66269493103028,77.38430786132812,3.0,2.0,1.0,0.0,0.0,5555.555555555556,1.0
1652,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1652,7000000.0,900.0,28.647315979003903,77.15904998779297,2.0,2.0,2.0,0.0,0.0,7777.777777777777,0.0
